arcade_addr,rom_addr,role,window,operation_type,execution_class,evidence,safe_to_nop_after_replacement,safe_to_nop_reason,replacement_target,source_origin,patch_status,priority,confidence,notes
0x03AD44,0x03AF44,"Init: longword fill loop — clears C-window pages (from 0x3AE70, 0x3AE80, 0x3AF38, 0x3AF48)",C,copy,init_only,"Called from 0x3AE70, 0x3AE80, 0x3AF38, 0x3AF48 — all init paths before frontend tick entry.",YES,Already NOPped.,VDP nametable write,other,already_patched,not_needed,High,NOP'd. Init fill loop.
0x03AD50,0x03AF50,D-window init: clear 0x100 longwords from 0xD00000 (remapped to shadow via startup_common rule),D,copy,init_only,In startup init sequence. window_rewrite_rule for startup_common maps D00000-D04000 -> genesistan_shadow_d00000_words.,NO,Writes go to genesistan_shadow_d00000_words via window rewrite. Shadow needs initial clear for sprite rendering to work correctly.,VDP SAT,other,already_patched,not_needed,High,Remapped to shadow via window_rewrite_rule. Shadow used as intermediate storage for sprites. Works correctly.
0x03AD5C,0x03AF5C,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> helper_d000_init -> callsite 0x03AD5C -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,unpatched,not_needed,Medium,Auto-added callsite from disassembly: `bsrs 0x3ad44`
0x03AD62,0x03AF62,D-window init: clear 0x182 longwords from 0xD00170 (remapped to shadow),D,copy,init_only,Paired with 0x03AD50 in D-window init sequence.,NO,Shadow clear needed for correct sprite init.,VDP SAT,other,already_patched,not_needed,High,Remapped to shadow via window_rewrite_rule.
0x03AD6E,0x03AF6E,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> helper_d000_init -> callsite 0x03AD6E -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,unpatched,not_needed,Medium,Auto-added callsite from disassembly: `bsrs 0x3ad44`
0x03AD76,0x03AF76,Window pointer setup (lea),D,pointer init,init_only,startup/common init path -> helper_d000_init -> instruction 0x03AD76 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xd00000,%a0` in range `helper_d000_init`."
0x03AD82,0x03AF82,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> helper_d000_init -> callsite 0x03AD82 -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,unpatched,not_needed,Medium,Auto-added callsite from disassembly: `bsrs 0x3ad44`
0x03AD86,0x03AF86,Window pointer setup (lea),D,pointer init,init_only,startup/common init path -> helper_d000_init -> instruction 0x03AD86 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xd00778,%a0` in range `helper_d000_init`."
0x03ADFE,0x03AFFE,"Control: MOVE.W #0 to 0xC50000 (PC080SN display control register, disable)",C,control/state,init_only,Startup init path. Remapped to genesistan_shadow_reg_c50000 via window_rewrite_rule.,YES,Already NOPped. PC080SN display control not needed on Genesis.,none,register mirror,already_patched,not_needed,High,NOP'd. 0xC50000 is PC080SN display control register.
0x03AE06,0x03B006,D-window control: MOVE.W #1 to 0xD01BFE (PC090OJ enable — remapped to shadow),D,control/state,init_only,Startup init. Remapped to genesistan_shadow_reg_d01bfe via window_rewrite_rule for startup_common.,NO,Shadow read by render_frontend_sprite_layer() to determine flipscreen state (obj_ctrl & 0x0001).,none,register mirror,already_patched,not_needed,High,Goes to genesistan_shadow_reg_d01bfe. Read by render_frontend_sprite_layer() for flipscreen logic.
0x03AE16,0x03B016,"Control: MOVE.W #1 to 0xC50000 (PC080SN display control, enable)",C,control/state,init_only,"Startup init path, paired with 0x03ADFE.",YES,Already NOPped.,none,register mirror,already_patched,not_needed,High,NOP'd.
0x03AE1E,0x03B01E,D-window control: MOVE.W #0 to 0xD01BFE (PC090OJ disable — remapped to shadow),D,control/state,init_only,"Startup init, disables D-window after init.",NO,Shadow read by sprite renderer for flipscreen.,none,register mirror,already_patched,not_needed,High,Goes to genesistan_shadow_reg_d01bfe via window_rewrite_rule.
0x03AE5A,0x03B05A,Callsite feeding window path: call/jump to 0x03AE64,C,control/state,init_only,startup/common init path -> helper_display_control -> callsite 0x03AE5A -> 0x03AE64.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ae64`
0x03AE5E,0x03B05E,Callsite feeding window path: call/jump to 0x03B098,C,control/state,init_only,startup/common init path -> helper_display_control -> callsite 0x03AE5E -> 0x03B098.,NO,Callsite controls execution of downstream window writer/staging path.,VDP scroll write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3b098`
0x03AE64,0x03B064,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> helper_display_control -> instruction 0x03AE64 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc00100,%a0` in range `helper_display_control`."
0x03AE70,0x03B070,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> helper_display_control -> callsite 0x03AE70 -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad44`
0x03AE74,0x03B074,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> helper_display_control -> instruction 0x03AE74 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc08100,%a0` in range `helper_display_control`."
0x03AE80,0x03B080,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> helper_display_control -> callsite 0x03AE80 -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad44`
0x03AE86,0x03B086,"Control: MOVE.W #0 to 0xC50000 (PC080SN display control, init disable)",C,control/state,init_only,Called directly from genesistan_run_original_startup_common() in startup_trampoline.s.,YES,Already NOPped.,none,register mirror,already_patched,not_needed,High,NOP'd. Entry point of startup_common init sequence.
0x03AE8E,0x03B08E,D-window control: MOVE.W #0 to 0xD01BFE (PC090OJ disable in init path),D,control/state,init_only,In startup_common init path near 0x03AE86.,NO,Shadow read by sprite renderer.,none,register mirror,already_patched,not_needed,High,Goes to genesistan_shadow_reg_d01bfe.
0x03AEB6,0x03B0B6,Palette path instruction (movew) referencing CLCS shadow range,none,palette,init_only,startup/common init path -> startup_common -> instruction 0x03AEB6 (Palette path instruction (movew) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `movew 0x200000,%d1` in range `startup_common`."
0x03AEBC,0x03B0BC,Palette path instruction (movew) referencing CLCS shadow range,none,palette,init_only,startup/common init path -> startup_common -> instruction 0x03AEBC (Palette path instruction (movew) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `movew %d1,0x200000` in range `startup_common`."
0x03AEDA,0x03B0DA,Palette path instruction (movew) referencing CLCS shadow range,none,palette,init_only,startup/common init path -> startup_common -> instruction 0x03AEDA (Palette path instruction (movew) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `movew 0x200000,%d1` in range `startup_common`."
0x03AEE0,0x03B0E0,Palette path instruction (movew) referencing CLCS shadow range,none,palette,init_only,startup/common init path -> startup_common -> instruction 0x03AEE0 (Palette path instruction (movew) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,unpatched,not_needed,Medium,"Auto-added from full disassembly scan: `movew %d1,0x200000` in range `startup_common`."
0x03AF2C,0x03B12C,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> startup_common -> instruction 0x03AF2C (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc00000,%a0` in range `startup_common`."
0x03AF38,0x03B138,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> startup_common -> callsite 0x03AF38 -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad44`
0x03AF3C,0x03B13C,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> startup_common -> instruction 0x03AF3C (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc08000,%a0` in range `startup_common`."
0x03AF48,0x03B148,Callsite feeding window path: call/jump to 0x03AD44,C,control/state,init_only,startup/common init path -> startup_common -> callsite 0x03AF48 -> 0x03AD44.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad44`
0x03AF52,0x03B152,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> startup_common -> instruction 0x03AF52 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc04000,%a0` in range `startup_common`."
0x03AF5E,0x03B15E,Callsite feeding window path: call/jump to 0x03AD3C,C,control/state,init_only,startup/common init path -> startup_common -> callsite 0x03AF5E -> 0x03AD3C.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad3c`
0x03AF62,0x03B162,Window pointer setup (lea),C,pointer init,init_only,startup/common init path -> startup_common -> instruction 0x03AF62 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xc0c000,%a0` in range `startup_common`."
0x03AF6E,0x03B16E,Callsite feeding window path: call/jump to 0x03AD3C,C,control/state,init_only,startup/common init path -> startup_common -> callsite 0x03AF6E -> 0x03AD3C.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3ad3c`
0x03B06E,0x03B26E,Callsite feeding window path: call/jump to 0x03B098,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> outside_copied_ranges -> callsite 0x03B06E -> 0x03B098.,NO,Callsite controls execution of downstream window writer/staging path.,VDP scroll write,other,already_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3b098` [Build 162] Callsite kept; target 0x03B098 routine is now opcode-replaced to NOP scroll-register clears and frontend scroll is synced via Genesis VDP path.
0x03B098,0x03B298,PC080SN scroll register access (clrl),C,scroll,active_every_frame_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B098 (PC080SN scroll register access (clrl)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP scroll write,other,already_patched,required_now_frontend,Medium,Auto-added from full disassembly scan: `clrl 0xc20000` in range `title_init_block`. [Build 162] Covered by opcode_replace at 0x03B098 replacing CLR.L 0xC20000/0xC40000 with NOP+RTS; no direct C-window scroll register access remains in this routine.
0x03B09E,0x03B29E,PC080SN scroll register access (clrl),C,scroll,active_every_frame_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B09E (PC080SN scroll register access (clrl)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP scroll write,other,already_patched,required_now_frontend,Medium,Auto-added from full disassembly scan: `clrl 0xc40000` in range `title_init_block`. [Build 162] Covered by opcode_replace at 0x03B098 replacing CLR.L 0xC20000/0xC40000 with NOP+RTS; no direct C-window scroll register access remains in this routine.
0x03B0A6,0x03B2A6,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B0A6 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B0B0,0x03B2B0,Callsite feeding window path: call/jump to 0x03A552,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B0B0 -> 0x03A552.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x3a552` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x03B0BC,0x03B2BC,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B0BC -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B160,0x03B360,Callsite feeding window path: call/jump to 0x03B20E,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B160 -> 0x03B20E.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3b20e`
0x03B192,0x03B392,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B192 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc09376,%a0` in range `title_init_block`."
0x03B1CC,0x03B3CC,"Status writer: MOVE.W D0,(A0) where A0 = 0xC09376+offset (PC080SN text/status area)",C,direct write,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> text/status writer path -> 0x03B1CC.,YES,Already NOPped. Text status writes silenced — text overlay not yet implemented on Genesis.,VDP nametable write,workram,already_patched,later_gameplay,High,NOP'd. Silencing status/score text. Needed eventually for HUD/score display during gameplay.
0x03B20E,0x03B40E,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B20E (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc09320,%a0` in range `title_init_block`."
0x03B414,0x03B614,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B414 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B41A,0x03B61A,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B41A -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B420,0x03B620,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B420 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B442,0x03B642,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B442 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc09320,%a0` in range `title_init_block`."
0x03B45C,0x03B65C,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B45C (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc09140,%a0` in range `title_init_block`."
0x03B46C,0x03B66C,Callsite feeding window path: call/jump to 0x03B474,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B46C -> 0x03B474.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3b474`
0x03B474,0x03B674,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B474 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc0887c,%a0` in range `title_init_block`."
0x03B47A,0x03B67A,"C-window helper: MOVE.W #1,(A0)+ where A0=0xC0887C (sprite/tile data region)",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> sprite-related helper -> 0x03B47A.,YES,"Already NOPped. PC080SN sprite attribute data, not VDP nametable.",none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03B47E,0x03B67E,"C-window helper: MOVE.W #0x2744,(A0) where A0=0xC0887C",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> sprite helper -> 0x03B47E (paired with 0x03B47A).,YES,Already NOPped.,none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03B48A,0x03B68A,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B48A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc08d6e,%a0` in range `title_init_block`."
0x03B49A,0x03B69A,"C-window helper: MOVE.W #0x274B,(A0) where A0=0xC08D6E+offset",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> sprite helper -> 0x03B49A.,YES,Already NOPped.,none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03B50A,0x03B70A,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B50A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc08d6c,%a0` in range `title_init_block`."
0x03B56A,0x03B76A,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B56A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc08d6c,%a0` in range `title_init_block`."
0x03B572,0x03B772,"C-window helper: MOVE.W #0,(A0)+ where A0=0xC08D6C+offset",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> animation helper -> 0x03B572.,YES,Already NOPped.,none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03B5B2,0x03B7B2,Window pointer setup (lea),C,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B5B2 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xc08d6e,%a0` in range `title_init_block`."
0x03B5F6,0x03B7F6,"C-window helper: MOVE.W D0,(A0) where A0=0xC08D6E+offset",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> animation helper -> 0x03B5F6.,YES,Already NOPped.,none,other,already_patched,not_needed,High,"NOP'd. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x03B6C0,0x03B8C0,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6C0 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B6C6,0x03B8C6,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6C6 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B6CC,0x03B8CC,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6CC -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B6D2,0x03B8D2,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6D2 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B6D8,0x03B8D8,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6D8 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B6DE,0x03B8DE,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6DE -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B6E4,0x03B8E4,Callsite feeding window path: call/jump to 0x03BB48,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B6E4 -> 0x03BB48.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3bb48`
0x03B700,0x03B900,Callsite feeding window path: call/jump to 0x03C3FE,C,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B700 -> 0x03C3FE.,NO,Callsite controls execution of downstream window writer/staging path.,VDP nametable write,other,partially_patched,required_now_frontend,Medium,Auto-added callsite from disassembly: `bsrw 0x3c3fe`
0x03B726,0x03B926,Score/lives BCD accumulator and HUD update gateway (updates counters then dispatches HUD sprite writes),D,staging,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay object logic (0x449B4 / 0x46AAC regions) -> JSR 0x03B726.,NO,Core gameplay HUD number update path; feeds D-window digit render writes.,VDP SAT,workram,unpatched,required_now_gameplay,High,Used by gameplay callsites 0x44862/0x44874/0x448E4/0x46AAC.
0x03B730,0x03B930,Score/lives BCD add loop (ABCD across A5 score/lives bytes) feeding HUD deltas,none,staging,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay logic -> 0x03B726 -> 0x03B730.,NO,Internal arithmetic feeder for subsequent HUD sprite writes.,VDP SAT,workram,unpatched,required_now_gameplay,High,Data-flow proves score/lives numeric transformation before rendering emission.
0x03B798,0x03B998,"Lives increment side effect after score-threshold check: ADDQ.W #1,A5@(0x0100)",none,staging,active_conditional_gameplay,gameplay loop entry 0x040000 -> gameplay score update -> 0x03B726 -> 0x03B798.,NO,Updates live lives counter source used by HUD display.,VDP SAT,workram,unpatched,required_now_gameplay,High,Direct backward/forward anchor node for lives.
0x03B79C,0x03B99C,"Lives mirror increment: ADDQ.W #1,A5@(0x0102) companion counter",none,staging,active_conditional_gameplay,gameplay loop entry 0x040000 -> gameplay score update -> 0x03B726 -> 0x03B79C.,NO,Keeps companion lives staging state in sync with active counter.,VDP SAT,workram,unpatched,required_now_gameplay,High,Part of lives value synchronization used by display logic.
0x03B802,0x03BA02,HUD numeric sprite emitter: writes converted digits/symbols into D-window descriptor targets via pointer table,D,direct write,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay logic -> 0x03B726 -> BSR 0x03B802.,NO,Direct gameplay HUD renderer for score/lives/stage numeric elements.,VDP SAT,workram,unpatched,required_now_gameplay,High,Uses table at 0x03B87E to select D-window destination descriptor slots.
0x03B866,0x03BA66,HUD sprite visibility helper: toggles active flag byte in D-window descriptor blocks,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay logic -> 0x03B802 -> BSR 0x03B866.,NO,Affects whether HUD sprites are emitted/hidden; part of render behavior.,VDP SAT,workram,unpatched,required_now_gameplay,High,Not a dispatcher-only path; modifies visible HUD sprite state.
